"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HHDI","NET","AGRWTH","A","2014",0.832703028839518,
"AUT","HHDI","NET","AGRWTH","A","2015",-0.049780293657959,
"AUT","HHDI","NET","AGRWTH","A","2016",2.48164066129334,
"AUT","HHDI","NET","AGRWTH","A","2017",1.3267499520163,
"AUT","HHDI","NET","AGRWTH","A","2018",1.36115768636437,
"BEL","HHDI","NET","AGRWTH","A","1996",0.193770116594326,
"BEL","HHDI","NET","AGRWTH","A","1997",0.76666551401061,
"BEL","HHDI","NET","AGRWTH","A","1998",2.14756500421751,
"BEL","HHDI","NET","AGRWTH","A","1999",2.25105998272578,
"BEL","HHDI","NET","AGRWTH","A","2000",1.42630118031981,
"BEL","HHDI","NET","AGRWTH","A","2001",2.32117567569652,
"BEL","HHDI","NET","AGRWTH","A","2002",0.603985683206353,
"BEL","HHDI","NET","AGRWTH","A","2003",0.341690907336154,
"BEL","HHDI","NET","AGRWTH","A","2004",0.276040487490179,
"BEL","HHDI","NET","AGRWTH","A","2005",0.931615846033073,
"BEL","HHDI","NET","AGRWTH","A","2006",2.27412205450257,
"BEL","HHDI","NET","AGRWTH","A","2007",2.38383066686352,
"BEL","HHDI","NET","AGRWTH","A","2008",2.24089609932196,
"BEL","HHDI","NET","AGRWTH","A","2009",1.00797008529188,
"BEL","HHDI","NET","AGRWTH","A","2010",-0.55537244355379,
"BEL","HHDI","NET","AGRWTH","A","2011",0.305707047088548,
"BEL","HHDI","NET","AGRWTH","A","2012",0.853970994587914,
"BEL","HHDI","NET","AGRWTH","A","2013",0.356449390601306,
"BEL","HHDI","NET","AGRWTH","A","2014",0.668314109286078,
"BEL","HHDI","NET","AGRWTH","A","2015",0.791016885954789,
"BEL","HHDI","NET","AGRWTH","A","2016",1.76736385175021,
"BEL","HHDI","NET","AGRWTH","A","2017",1.58269328925568,
"BEL","HHDI","NET","AGRWTH","A","2018",0.785090204955672,
"CAN","HHDI","NET","AGRWTH","A","1994",0.31508968846375,"E"
"CAN","HHDI","NET","AGRWTH","A","1995",0.670419839401956,"E"
"CAN","HHDI","NET","AGRWTH","A","1996",0.233343852116633,"E"
"CAN","HHDI","NET","AGRWTH","A","1997",2.12174481222546,"E"
"CAN","HHDI","NET","AGRWTH","A","1998",3.1114153220169,"E"
"CAN","HHDI","NET","AGRWTH","A","1999",3.39865527123212,"E"
"CAN","HHDI","NET","AGRWTH","A","2000",3.45622277557986,"E"
"CAN","HHDI","NET","AGRWTH","A","2001",3.80244640569327,"E"
"CAN","HHDI","NET","AGRWTH","A","2002",2.15849506487753,"E"
"CAN","HHDI","NET","AGRWTH","A","2003",1.53415846036317,"E"
"CAN","HHDI","NET","AGRWTH","A","2004",3.30766981990933,"E"
"CAN","HHDI","NET","AGRWTH","A","2005",1.85997354282566,"E"
"CAN","HHDI","NET","AGRWTH","A","2006",5.29022038096751,"E"
"CAN","HHDI","NET","AGRWTH","A","2007",3.44174911894308,"E"
"CAN","HHDI","NET","AGRWTH","A","2008",3.83287047240534,"E"
"CAN","HHDI","NET","AGRWTH","A","2009",2.05641447982594,"E"
"CAN","HHDI","NET","AGRWTH","A","2010",3.41224210050434,"E"
"CAN","HHDI","NET","AGRWTH","A","2011",1.57449454609374,"E"
"CAN","HHDI","NET","AGRWTH","A","2012",2.20900734050638,"E"
"CAN","HHDI","NET","AGRWTH","A","2013",2.19518728087117,"E"
"CAN","HHDI","NET","AGRWTH","A","2014",1.1369209793169,"E"
"CAN","HHDI","NET","AGRWTH","A","2015",2.94008646082827,"E"
"CAN","HHDI","NET","AGRWTH","A","2016",-0.013797323835067,"E"
"CAN","HHDI","NET","AGRWTH","A","2017",3.64226063010527,"E"
"CAN","HHDI","NET","AGRWTH","A","2018",2.03240890241247,"E"
"CAN","HHDI","NET","AGRWTH","A","2019",2.49986454447461,"E"
"CZE","HHDI","NET","AGRWTH","A","1996",7.23555828947944,
"CZE","HHDI","NET","AGRWTH","A","1997",2.2580434719284,
"CZE","HHDI","NET","AGRWTH","A","1998",-1.24857726838202,
"CZE","HHDI","NET","AGRWTH","A","1999",2.22176422301671,
"CZE","HHDI","NET","AGRWTH","A","2000",2.08117140915558,
"CZE","HHDI","NET","AGRWTH","A","2001",3.56763644909465,
"CZE","HHDI","NET","AGRWTH","A","2002",4.55238569915286,
"CZE","HHDI","NET","AGRWTH","A","2003",4.47677295080337,
"CZE","HHDI","NET","AGRWTH","A","2004",1.62608079684764,
"CZE","HHDI","NET","AGRWTH","A","2005",3.64831093603555,
"CZE","HHDI","NET","AGRWTH","A","2006",4.06827497823415,
"CZE","HHDI","NET","AGRWTH","A","2007",2.8650465155034,
"CZE","HHDI","NET","AGRWTH","A","2008",2.12164152465392,
"CZE","HHDI","NET","AGRWTH","A","2009",2.22580623609407,
"CZE","HHDI","NET","AGRWTH","A","2010",0.770889448142955,
"CZE","HHDI","NET","AGRWTH","A","2011",-1.19371673258562,
"CZE","HHDI","NET","AGRWTH","A","2012",-0.729794153431322,
"CZE","HHDI","NET","AGRWTH","A","2013",-0.10610075878001,
"CZE","HHDI","NET","AGRWTH","A","2014",2.51201198994296,
"CZE","HHDI","NET","AGRWTH","A","2015",3.09297906782836,
"CZE","HHDI","NET","AGRWTH","A","2016",2.92994379616217,
"CZE","HHDI","NET","AGRWTH","A","2017",4.45615643043064,
"CZE","HHDI","NET","AGRWTH","A","2018",3.91086520248593,
"CZE","HHDI","NET","AGRWTH","A","2019",3.20796057372512,
"DNK","HHDI","NET","AGRWTH","A","1996",0.925741758671215,
"DNK","HHDI","NET","AGRWTH","A","1997",-0.42002761747923,
"DNK","HHDI","NET","AGRWTH","A","1998",3.04255456018855,
"DNK","HHDI","NET","AGRWTH","A","1999",-0.867491084807622,
"DNK","HHDI","NET","AGRWTH","A","2000",1.12953550647966,
"DNK","HHDI","NET","AGRWTH","A","2001",3.41004887078717,
"DNK","HHDI","NET","AGRWTH","A","2002",2.95684064044092,
"DNK","HHDI","NET","AGRWTH","A","2003",2.03704644131646,
"DNK","HHDI","NET","AGRWTH","A","2004",2.18161304234071,
"DNK","HHDI","NET","AGRWTH","A","2005",2.14521373974023,
"DNK","HHDI","NET","AGRWTH","A","2006",2.41971970773541,
"DNK","HHDI","NET","AGRWTH","A","2007",-0.19223291189504,
"DNK","HHDI","NET","AGRWTH","A","2008",0.386922033339913,
"DNK","HHDI","NET","AGRWTH","A","2009",2.71161092836509,
"DNK","HHDI","NET","AGRWTH","A","2010",3.35136452548455,
"DNK","HHDI","NET","AGRWTH","A","2011",0.881886051731641,
"DNK","HHDI","NET","AGRWTH","A","2012",-0.074168625938203,
"DNK","HHDI","NET","AGRWTH","A","2013",1.12609162483813,
"DNK","HHDI","NET","AGRWTH","A","2014",1.51444319596729,
"DNK","HHDI","NET","AGRWTH","A","2015",3.58712102877075,
"DNK","HHDI","NET","AGRWTH","A","2016",3.36022062995889,
"DNK","HHDI","NET","AGRWTH","A","2017",1.79810941002071,
"DNK","HHDI","NET","AGRWTH","A","2018",1.72442162211856,
"FIN","HHDI","NET","AGRWTH","A","1981",1.24370560273636,
"FIN","HHDI","NET","AGRWTH","A","1982",4.81077749272487,
"FIN","HHDI","NET","AGRWTH","A","1983",4.31018454273884,
"FIN","HHDI","NET","AGRWTH","A","1984",2.12812158977497,
"FIN","HHDI","NET","AGRWTH","A","1985",3.77796920185986,
"FIN","HHDI","NET","AGRWTH","A","1986",3.4161206842443,
"FIN","HHDI","NET","AGRWTH","A","1987",5.25583972418797,
"FIN","HHDI","NET","AGRWTH","A","1988",2.44697092940613,
"FIN","HHDI","NET","AGRWTH","A","1989",5.65096001122911,
"FIN","HHDI","NET","AGRWTH","A","1990",2.48673797242523,
"FIN","HHDI","NET","AGRWTH","A","1991",1.85128318028075,
"FIN","HHDI","NET","AGRWTH","A","1992",-2.19603547816861,
"FIN","HHDI","NET","AGRWTH","A","1993",-5.47961223635147,
"FIN","HHDI","NET","AGRWTH","A","1994",-3.04887565026002,
"FIN","HHDI","NET","AGRWTH","A","1995",7.40680130946964,
"FIN","HHDI","NET","AGRWTH","A","1996",0.368409972844035,
"FIN","HHDI","NET","AGRWTH","A","1997",4.52295655711612,
"FIN","HHDI","NET","AGRWTH","A","1998",3.52608288219224,
"FIN","HHDI","NET","AGRWTH","A","1999",4.62190138731556,
"FIN","HHDI","NET","AGRWTH","A","2000",1.90962724790494,
"FIN","HHDI","NET","AGRWTH","A","2001",0.850777101887091,
"FIN","HHDI","NET","AGRWTH","A","2002",2.90254668812734,
"FIN","HHDI","NET","AGRWTH","A","2003",3.42463035989473,
"FIN","HHDI","NET","AGRWTH","A","2004",4.19009072671596,
"FIN","HHDI","NET","AGRWTH","A","2005",1.46887082232829,
"FIN","HHDI","NET","AGRWTH","A","2006",2.06058172978333,
"FIN","HHDI","NET","AGRWTH","A","2007",3.25076213535495,
"FIN","HHDI","NET","AGRWTH","A","2008",2.2461683007339,
"FIN","HHDI","NET","AGRWTH","A","2009",0.870246464231324,
"FIN","HHDI","NET","AGRWTH","A","2010",2.43925365032351,
"FIN","HHDI","NET","AGRWTH","A","2011",0.678487805169037,
"FIN","HHDI","NET","AGRWTH","A","2012",-0.034319583814136,
"FIN","HHDI","NET","AGRWTH","A","2013",0.054133882857284,
"FIN","HHDI","NET","AGRWTH","A","2014",-0.371823359576915,
"FIN","HHDI","NET","AGRWTH","A","2015",1.12855853362934,
"FIN","HHDI","NET","AGRWTH","A","2016",1.86876331395532,
"FIN","HHDI","NET","AGRWTH","A","2017",1.16102563477638,
"FIN","HHDI","NET","AGRWTH","A","2018",1.96244235592887,
"FIN","HHDI","NET","AGRWTH","A","2019",1.75140858447725,
"FRA","HHDI","NET","AGRWTH","A","1979",1.04304437136606,
"FRA","HHDI","NET","AGRWTH","A","1980",0.534525498130756,
"FRA","HHDI","NET","AGRWTH","A","1981",1.7530045572577,
"FRA","HHDI","NET","AGRWTH","A","1982",2.72327915856011,
"FRA","HHDI","NET","AGRWTH","A","1983",0.389313892517506,
"FRA","HHDI","NET","AGRWTH","A","1984",-0.262532903669203,
"FRA","HHDI","NET","AGRWTH","A","1985",1.3582172991603,
"FRA","HHDI","NET","AGRWTH","A","1986",2.76713031330634,
"FRA","HHDI","NET","AGRWTH","A","1987",1.71424355335231,
"FRA","HHDI","NET","AGRWTH","A","1988",3.26352305480858,
"FRA","HHDI","NET","AGRWTH","A","1989",3.44386432318577,
"FRA","HHDI","NET","AGRWTH","A","1990",3.97903705217718,
"FRA","HHDI","NET","AGRWTH","A","1991",1.43336440691852,
"FRA","HHDI","NET","AGRWTH","A","1992",2.69035862168307,
"FRA","HHDI","NET","AGRWTH","A","1993",0.955040251557572,
"FRA","HHDI","NET","AGRWTH","A","1994",0.644398087577388,
"FRA","HHDI","NET","AGRWTH","A","1995",2.11253769400128,
"FRA","HHDI","NET","AGRWTH","A","1996",1.19515036121798,
"FRA","HHDI","NET","AGRWTH","A","1997",1.30281418136715,
"FRA","HHDI","NET","AGRWTH","A","1998",2.95257670020709,
"FRA","HHDI","NET","AGRWTH","A","1999",2.79810896095557,
"FRA","HHDI","NET","AGRWTH","A","2000",3.33873224337277,
"FRA","HHDI","NET","AGRWTH","A","2001",3.01381790912686,
"FRA","HHDI","NET","AGRWTH","A","2002",3.06615596149991,
"FRA","HHDI","NET","AGRWTH","A","2003",0.956716769256643,
"FRA","HHDI","NET","AGRWTH","A","2004",2.04062166113239,
"FRA","HHDI","NET","AGRWTH","A","2005",1.22808216258367,
"FRA","HHDI","NET","AGRWTH","A","2006",2.51639117557237,
"FRA","HHDI","NET","AGRWTH","A","2007",2.91959169442879,
"FRA","HHDI","NET","AGRWTH","A","2008",0.531556304087061,
"FRA","HHDI","NET","AGRWTH","A","2009",1.81583009027144,
"FRA","HHDI","NET","AGRWTH","A","2010",1.77291014950565,
"FRA","HHDI","NET","AGRWTH","A","2011",0.34592153359183,
"FRA","HHDI","NET","AGRWTH","A","2012",0.074836319700132,
"FRA","HHDI","NET","AGRWTH","A","2013",-0.588110886906631,
"FRA","HHDI","NET","AGRWTH","A","2014",1.36494181999383,
"FRA","HHDI","NET","AGRWTH","A","2015",0.991272478456992,
"FRA","HHDI","NET","AGRWTH","A","2016",1.6944539727701,
"FRA","HHDI","NET","AGRWTH","A","2017",1.42162180673024,"E"
"FRA","HHDI","NET","AGRWTH","A","2018",1.0393261166252,"E"
"DEU","HHDI","NET","AGRWTH","A","1996",1.77865473888128,
"DEU","HHDI","NET","AGRWTH","A","1997",0.544448654958544,
"DEU","HHDI","NET","AGRWTH","A","1998",1.33334804016009,
"DEU","HHDI","NET","AGRWTH","A","1999",1.7252101310505,
"DEU","HHDI","NET","AGRWTH","A","2000",0.340380005219254,
"DEU","HHDI","NET","AGRWTH","A","2001",2.2459858371642,
"DEU","HHDI","NET","AGRWTH","A","2002",-0.924626317314774,
"DEU","HHDI","NET","AGRWTH","A","2003",0.971997018191504,
"DEU","HHDI","NET","AGRWTH","A","2004",0.471014934738108,
"DEU","HHDI","NET","AGRWTH","A","2005",0.717655068283529,
"DEU","HHDI","NET","AGRWTH","A","2006",1.02935237893969,
"DEU","HHDI","NET","AGRWTH","A","2007",0.170037955460656,
"DEU","HHDI","NET","AGRWTH","A","2008",0.818209116628251,
"DEU","HHDI","NET","AGRWTH","A","2009",-0.320444240584182,
"DEU","HHDI","NET","AGRWTH","A","2010",0.834764034125579,
"DEU","HHDI","NET","AGRWTH","A","2011",1.62491160205797,
"DEU","HHDI","NET","AGRWTH","A","2012",0.863047022673918,
"DEU","HHDI","NET","AGRWTH","A","2013",0.313814042873693,
"DEU","HHDI","NET","AGRWTH","A","2014",1.69163269897586,
"DEU","HHDI","NET","AGRWTH","A","2015",2.24630555766598,
"DEU","HHDI","NET","AGRWTH","A","2016",2.91250856109053,
"DEU","HHDI","NET","AGRWTH","A","2017",1.37337395162964,
"DEU","HHDI","NET","AGRWTH","A","2018",1.81969947354991,
"GRC","HHDI","NET","AGRWTH","A","1996",0.565565377487772,
"GRC","HHDI","NET","AGRWTH","A","1997",0.502695065202056,
"GRC","HHDI","NET","AGRWTH","A","1998",4.2561461323672,
"GRC","HHDI","NET","AGRWTH","A","1999",2.1466764622628,
"GRC","HHDI","NET","AGRWTH","A","2000",0.32943685342558,
"GRC","HHDI","NET","AGRWTH","A","2001",3.68170784084087,
"GRC","HHDI","NET","AGRWTH","A","2002",4.44711385902162,
"GRC","HHDI","NET","AGRWTH","A","2003",7.60965480455761,
"GRC","HHDI","NET","AGRWTH","A","2004",3.22200565420056,
"GRC","HHDI","NET","AGRWTH","A","2005",0.568850481801517,
"GRC","HHDI","NET","AGRWTH","A","2006",5.39550854376165,
"GRC","HHDI","NET","AGRWTH","A","2007",3.15383497836618,
"GRC","HHDI","NET","AGRWTH","A","2008",0.836258189138866,
"GRC","HHDI","NET","AGRWTH","A","2009",0.631397783707223,
"GRC","HHDI","NET","AGRWTH","A","2010",-10.5003545106366,
"GRC","HHDI","NET","AGRWTH","A","2011",-10.5608619208639,"E"
"GRC","HHDI","NET","AGRWTH","A","2012",-9.7609100539945,"E"
"GRC","HHDI","NET","AGRWTH","A","2013",-7.84137827012173,"E"
"GRC","HHDI","NET","AGRWTH","A","2014",1.6672588960994,"E"
"GRC","HHDI","NET","AGRWTH","A","2015",-1.41160396985553,"E"
"GRC","HHDI","NET","AGRWTH","A","2016",-1.20236729034857,"E"
"GRC","HHDI","NET","AGRWTH","A","2017",0.869847124231609,"E"
"GRC","HHDI","NET","AGRWTH","A","2018",2.67547229399975,"E"
"HUN","HHDI","NET","AGRWTH","A","1996",-2.95280383365516,
"HUN","HHDI","NET","AGRWTH","A","1997",-0.399749522845603,
"HUN","HHDI","NET","AGRWTH","A","1998",1.9321429593459,
"HUN","HHDI","NET","AGRWTH","A","1999",1.30849163288662,
"HUN","HHDI","NET","AGRWTH","A","2000",1.38462608070812,
"HUN","HHDI","NET","AGRWTH","A","2001",5.31989374470547,
"HUN","HHDI","NET","AGRWTH","A","2002",5.33310831661132,
"HUN","HHDI","NET","AGRWTH","A","2003",6.22149632108715,
"HUN","HHDI","NET","AGRWTH","A","2004",5.67842530749647,
"HUN","HHDI","NET","AGRWTH","A","2005",4.43584186202873,
"HUN","HHDI","NET","AGRWTH","A","2006",1.75363374592228,
"HUN","HHDI","NET","AGRWTH","A","2007",-4.11774366870337,
"HUN","HHDI","NET","AGRWTH","A","2008",-1.45849439281697,
"HUN","HHDI","NET","AGRWTH","A","2009",-3.45755289875799,
"HUN","HHDI","NET","AGRWTH","A","2010",-1.82333067296397,
"HUN","HHDI","NET","AGRWTH","A","2011",3.71440319059077,
"HUN","HHDI","NET","AGRWTH","A","2012",-2.97075537171521,
"HUN","HHDI","NET","AGRWTH","A","2013",1.96803722599392,
"HUN","HHDI","NET","AGRWTH","A","2014",2.36675284880658,
"HUN","HHDI","NET","AGRWTH","A","2015",2.98174546324393,
"HUN","HHDI","NET","AGRWTH","A","2016",3.30087212934834,
"HUN","HHDI","NET","AGRWTH","A","2017",3.29451036502468,
"HUN","HHDI","NET","AGRWTH","A","2018",3.97233924494815,
"IRL","HHDI","NET","AGRWTH","A","1996",5.84297759212686,
"IRL","HHDI","NET","AGRWTH","A","1997",6.15758257357476,
"IRL","HHDI","NET","AGRWTH","A","1998",7.87173579040812,
"IRL","HHDI","NET","AGRWTH","A","1999",5.48950259466506,
"IRL","HHDI","NET","AGRWTH","A","2000",6.66829385018476,
"IRL","HHDI","NET","AGRWTH","A","2001",10.4849089114678,
"IRL","HHDI","NET","AGRWTH","A","2002",3.3875362331838,
"IRL","HHDI","NET","AGRWTH","A","2003",3.22073394374809,
"IRL","HHDI","NET","AGRWTH","A","2004",4.52379110952308,
"IRL","HHDI","NET","AGRWTH","A","2005",7.50789729763322,
"IRL","HHDI","NET","AGRWTH","A","2006",4.17950793812843,
"IRL","HHDI","NET","AGRWTH","A","2007",6.09642308861652,
"IRL","HHDI","NET","AGRWTH","A","2008",5.65641218536565,
"IRL","HHDI","NET","AGRWTH","A","2009",-0.396974964143871,
"IRL","HHDI","NET","AGRWTH","A","2010",-1.90874443641258,
"IRL","HHDI","NET","AGRWTH","A","2011",-5.25395037774891,
"IRL","HHDI","NET","AGRWTH","A","2012",1.18433974084265,
"IRL","HHDI","NET","AGRWTH","A","2013",-0.9638148810694,
"IRL","HHDI","NET","AGRWTH","A","2014",1.17851809518192,
"IRL","HHDI","NET","AGRWTH","A","2015",3.65430506025911,
"IRL","HHDI","NET","AGRWTH","A","2016",4.82283815304684,
"IRL","HHDI","NET","AGRWTH","A","2017",5.09690894574516,
"IRL","HHDI","NET","AGRWTH","A","2018",3.43350243354729,
"ITA","HHDI","NET","AGRWTH","A","1996",1.24605514668876,
"ITA","HHDI","NET","AGRWTH","A","1997",0.232645143125201,
"ITA","HHDI","NET","AGRWTH","A","1998",-0.992790868614848,
"ITA","HHDI","NET","AGRWTH","A","1999",1.24114034965316,
"ITA","HHDI","NET","AGRWTH","A","2000",1.35953793250939,
"ITA","HHDI","NET","AGRWTH","A","2001",2.69446709925446,
"ITA","HHDI","NET","AGRWTH","A","2002",1.01415481790977,
"ITA","HHDI","NET","AGRWTH","A","2003",0.438914413973675,
"ITA","HHDI","NET","AGRWTH","A","2004",1.30960785876078,
"ITA","HHDI","NET","AGRWTH","A","2005",0.645742890718056,
"ITA","HHDI","NET","AGRWTH","A","2006",0.891908537142021,
"ITA","HHDI","NET","AGRWTH","A","2007",1.2651449205225,
"ITA","HHDI","NET","AGRWTH","A","2008",-1.41712391819077,
"ITA","HHDI","NET","AGRWTH","A","2009",-1.75248646649457,
"ITA","HHDI","NET","AGRWTH","A","2010",-1.38909797728333,
"ITA","HHDI","NET","AGRWTH","A","2011",-0.64807979462282,
"ITA","HHDI","NET","AGRWTH","A","2012",-4.99916762387633,
"ITA","HHDI","NET","AGRWTH","A","2013",-0.592798069256954,
"ITA","HHDI","NET","AGRWTH","A","2014",0.50745900083849,
"ITA","HHDI","NET","AGRWTH","A","2015",0.991612476277527,
"ITA","HHDI","NET","AGRWTH","A","2016",1.09722835724588,
"ITA","HHDI","NET","AGRWTH","A","2017",0.972043607969886,
"ITA","HHDI","NET","AGRWTH","A","2018",0.791263374881359,
"ITA","HHDI","NET","AGRWTH","A","2019",0.674364633177438,
"JPN","HHDI","NET","AGRWTH","A","1995",2.14984827860074,
"JPN","HHDI","NET","AGRWTH","A","1996",0.611306795938932,
"JPN","HHDI","NET","AGRWTH","A","1997",1.0781420628786,
"JPN","HHDI","NET","AGRWTH","A","1998",0.66701193314724,
"JPN","HHDI","NET","AGRWTH","A","1999",0.121633236981014,
"JPN","HHDI","NET","AGRWTH","A","2000",0.436417201800915,
"JPN","HHDI","NET","AGRWTH","A","2001",-1.19165882105821,
"JPN","HHDI","NET","AGRWTH","A","2002",1.16090183416402,
"JPN","HHDI","NET","AGRWTH","A","2003",0.015971581035387,
"JPN","HHDI","NET","AGRWTH","A","2004",1.43837273619862,
"JPN","HHDI","NET","AGRWTH","A","2005",0.933018781418887,
"JPN","HHDI","NET","AGRWTH","A","2006",0.236869963564036,
"JPN","HHDI","NET","AGRWTH","A","2007",1.23208795756759,
"JPN","HHDI","NET","AGRWTH","A","2008",-0.747216803667664,
"JPN","HHDI","NET","AGRWTH","A","2009",1.42500598723702,
"JPN","HHDI","NET","AGRWTH","A","2010",2.10699787093671,
"JPN","HHDI","NET","AGRWTH","A","2011",0.434565013121219,
"JPN","HHDI","NET","AGRWTH","A","2012",1.18183459150243,
"JPN","HHDI","NET","AGRWTH","A","2013",0.265273544800005,
"JPN","HHDI","NET","AGRWTH","A","2014",-1.131775340004,
"JPN","HHDI","NET","AGRWTH","A","2015",1.43619827993268,
"JPN","HHDI","NET","AGRWTH","A","2016",1.59689547285925,
"JPN","HHDI","NET","AGRWTH","A","2017",0.760825719985956,
"KOR","HHDI","NET","AGRWTH","A","1976",14.0792650377695,
"KOR","HHDI","NET","AGRWTH","A","1977",9.65994247200686,
"KOR","HHDI","NET","AGRWTH","A","1978",11.6320967866546,
"KOR","HHDI","NET","AGRWTH","A","1979",5.87467186531624,
"KOR","HHDI","NET","AGRWTH","A","1980",-8.44815875344722,
"KOR","HHDI","NET","AGRWTH","A","1981",6.03889795014223,
"KOR","HHDI","NET","AGRWTH","A","1982",8.31108955513641,
"KOR","HHDI","NET","AGRWTH","A","1983",10.5624175742106,
"KOR","HHDI","NET","AGRWTH","A","1984",10.9106700834826,
"KOR","HHDI","NET","AGRWTH","A","1985",7.09436153492205,
"KOR","HHDI","NET","AGRWTH","A","1986",14.5882592350147,
"KOR","HHDI","NET","AGRWTH","A","1987",12.433987027137,
"KOR","HHDI","NET","AGRWTH","A","1988",11.7902644008534,
"KOR","HHDI","NET","AGRWTH","A","1989",7.88885782136804,
"KOR","HHDI","NET","AGRWTH","A","1990",9.18997886730605,
"KOR","HHDI","NET","AGRWTH","A","1991",11.7949303860928,
"KOR","HHDI","NET","AGRWTH","A","1992",5.32998508816872,
"KOR","HHDI","NET","AGRWTH","A","1993",5.29995193501951,
